Model,Natural,FGSM,PGD-20,PGD-100,CW-100,AotuAttack
results/CIFAR10/AT8.0-e100-aWRN28-10(Hyp-100-AT2.0-e10-aResNet18-w)0/checkpoint.pth,87.71,47.35,38.7,38.18,39.98,37.169999999999995
