Model,Natural,FGSM,PGD-20,PGD-100,CW-100,AotuAttack
results/CIFAR10/AT8.0-e100-aGoogLeNet(Hyp-100-AT2.0-e10-aResNet18-w)0/checkpoint.pth,88.31,45.67,35.08,34.56,36.39,33.45
